,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
466,1.25,Ideal,I,VS2,VG,VG,GIA,6562
467,1.05,Ideal,G,SI1,EX,VG,GIA,5361
468,1.0,Very Good,F,SI1,VG,VG,GIA,4961
469,1.0,Good,F,VS2,VG,G,GIA,6284
470,0.83,Very Good,E,SI1,EX,EX,GIA,3002
471,2.04,Very Good,I,SI1,VG,G,GIA,15412
472,0.75,Ideal,H,SI1,VG,VG,GIA,2523
473,1.53,Signature-Ideal,D,VS1,ID,ID,AGSL,21331
474,1.5,Very Good,F,SI1,ID,ID,AGSL,11096
475,2.04,Very Good,D,VS2,EX,VG,GIA,28578
476,1.1,Very Good,I,SI1,G,G,GIA,4583
477,0.92,Good,I,SI1,VG,VG,GIA,3122
478,0.9,Very Good,D,VVS2,VG,EX,GIA,6924
479,1.2,Signature-Ideal,E,VVS1,EX,EX,GIA,16256
480,0.81,Ideal,E,VVS1,EX,EX,GIA,5752
481,1.09,Ideal,F,IF,G,G,GIA,11888
482,1.0,Very Good,I,SI1,VG,VG,GIA,4095
483,1.5,Good,G,SI1,EX,VG,GIA,10271
484,1.04,Signature-Ideal,G,VS1,ID,ID,AGSL,7951
485,1.04,Ideal,G,VS2,VG,EX,GIA,6955
486,1.01,Very Good,G,VS2,G,VG,GIA,5696
487,2.13,Ideal,I,VS1,EX,VG,GIA,19058
488,1.11,Ideal,D,VS1,VG,EX,GIA,9315
489,2.07,Ideal,H,VS2,ID,ID,AGSL,20842
490,1.03,Ideal,G,VS2,EX,EX,GIA,7726
491,1.3,Ideal,H,VS2,EX,EX,GIA,8196
492,1.13,Ideal,G,SI1,EX,EX,GIA,6133
493,0.76,Ideal,E,VS2,VG,EX,GIA,3864
494,1.01,Very Good,D,SI1,EX,EX,GIA,5622
495,0.83,Very Good,E,SI1,G,G,AGSL,3295
496,1.04,Ideal,I,SI1,VG,VG,GIA,4484
497,1.75,Ideal,G,VS1,VG,VG,GIA,18851
498,1.01,Good,E,VS2,EX,VG,GIA,6132
499,0.79,Ideal,I,SI1,EX,VG,GIA,2442
500,0.86,Ideal,I,VS1,EX,EX,GIA,3122
501,2.56,Ideal,H,SI1,EX,EX,GIA,24975
502,2.0,Ideal,G,VS1,G,G,GIA,26049
503,0.77,Fair,F,VS1,G,G,AGSL,3031
504,0.9,Very Good,E,SI1,EX,VG,GIA,4239
505,1.02,Very Good,D,SI1,EX,G,GIA,5291
506,1.22,Very Good,I,VS2,VG,VG,GIA,5979
507,2.37,Very Good,H,VS1,VG,VG,GIA,25451
508,0.77,Very Good,G,VS2,EX,EX,GIA,3124
509,1.0,Good,H,VS1,VG,VG,GIA,5743
510,1.01,Very Good,G,VS1,EX,EX,GIA,6936
511,1.03,Very Good,F,SI1,VG,VG,GIA,5241
512,0.9,Good,D,SI1,VG,VG,GIA,4579
513,1.16,Ideal,F,VS1,EX,EX,GIA,9004
514,2.36,Very Good,D,VS2,G,VG,GIA,30867
515,1.22,Very Good,G,VS2,G,G,GIA,8377
516,1.01,Ideal,G,VS2,EX,EX,GIA,6734
517,1.06,Very Good,E,SI1,VG,VG,GIA,5328
518,2.47,Ideal,I,VS1,ID,ID,AGSL,24667
519,2.24,Ideal,I,VS1,EX,EX,GIA,20906
520,1.01,Good,G,SI1,EX,VG,AGSL,5073
521,1.01,Fair,G,SI1,VG,G,GIA,4646
522,1.2,Very Good,E,SI1,G,VG,GIA,6809
523,1.66,Ideal,G,VVS2,ID,ID,AGSL,16893
524,1.03,Ideal,I,VS1,ID,ID,AGSL,5181
525,0.94,Good,H,SI1,VG,G,GIA,3528
526,2.08,Ideal,H,VS2,EX,EX,GIA,22434
527,0.9,Good,F,SI1,VG,VG,GIA,3842
528,1.51,Ideal,I,VS2,EX,VG,AGSL,9090
529,1.5,Very Good,I,VS2,VG,VG,GIA,9118
530,0.77,Very Good,G,VS1,VG,G,GIA,2986
531,1.71,Ideal,D,IF,VG,VG,GIA,39027
532,1.02,Good,G,IF,EX,G,GIA,8215
533,1.51,Good,I,VS1,G,VG,GIA,9581
534,0.9,Fair,E,SI1,EX,EX,GIA,4034
535,1.7,Very Good,G,VS2,G,G,GIA,15767
536,1.32,Very Good,H,SI1,VG,VG,GIA,7389
537,0.91,Very Good,F,SI1,VG,G,GIA,4049
538,1.02,Ideal,G,VS2,VG,VG,GIA,6845
539,1.0,Very Good,D,SI1,VG,VG,GIA,5755
540,1.59,Ideal,D,SI1,EX,VG,GIA,13600
541,2.02,Good,I,VS1,VG,G,GIA,17470
542,2.01,Very Good,H,VS1,G,G,GIA,20940
543,2.01,Very Good,G,SI1,EX,VG,GIA,19347
544,1.22,Signature-Ideal,G,VS1,EX,EX,GIA,10572
545,2.01,Good,D,VS1,G,G,GIA,35992
546,1.01,Very Good,E,IF,VG,VG,GIA,11042
547,0.9,Ideal,I,VS1,ID,ID,AGSL,4093
548,1.64,Ideal,F,VS2,ID,ID,AGSL,15458
549,1.01,Very Good,G,VS2,VG,VG,GIA,5777
550,1.22,Ideal,H,VVS2,ID,ID,AGSL,8014
551,1.52,Ideal,H,VS2,ID,ID,AGSL,11896
552,1.58,Ideal,G,IF,EX,VG,GIA,17329
553,2.53,Good,H,SI1,VG,VG,GIA,24795
554,1.5,Ideal,D,SI1,VG,VG,GIA,12206
555,1.01,Very Good,F,SI1,G,VG,GIA,5107
556,2.02,Very Good,G,VS1,G,G,GIA,28469
557,2.09,Ideal,D,VS1,ID,ID,AGSL,40503
558,2.02,Ideal,I,VVS2,EX,EX,GIA,22984
559,1.2,Ideal,E,VS2,EX,VG,GIA,7966
560,2.5,Very Good,F,VS2,VG,G,GIA,40046
561,1.51,Ideal,E,VVS1,EX,VG,GIA,24608
562,2.08,Very Good,H,VS2,EX,VG,GIA,20379
563,1.12,Very Good,I,VS2,G,VG,GIA,4914
564,1.54,Ideal,I,VS2,VG,EX,GIA,9600
565,1.04,Ideal,G,VVS2,ID,ID,AGSL,8207
566,1.0,Fair,E,SI1,VG,G,GIA,4844
567,1.01,Ideal,G,VS2,EX,EX,GIA,6587
568,1.08,Signature-Ideal,H,SI1,ID,ID,AGSL,6426
569,0.9,Good,F,VVS2,EX,VG,GIA,5480
570,1.5,Very Good,E,VS2,VG,EX,GIA,14592
571,1.06,Very Good,H,SI1,G,VG,GIA,4878
572,1.03,Very Good,F,VS2,VG,VG,GIA,6809
573,1.12,Signature-Ideal,G,VS2,EX,EX,GIA,8189
574,1.03,Very Good,G,VS1,VG,VG,GIA,6487
575,1.02,Very Good,E,IF,VG,G,GIA,10029
576,2.05,Very Good,G,VS1,EX,EX,GIA,27181
577,0.9,Fair,H,VVS2,VG,G,GIA,4447
578,0.91,Very Good,H,SI1,VG,VG,GIA,3710
579,0.79,Very Good,D,SI1,G,VG,GIA,3432
580,2.14,Ideal,G,VVS1,EX,EX,GIA,33956
581,2.11,Ideal,F,VS2,EX,EX,GIA,31200
582,1.01,Very Good,F,SI1,EX,VG,GIA,5886
583,1.5,Very Good,H,VVS2,EX,EX,GIA,11052
584,1.04,Ideal,H,VVS2,EX,EX,GIA,6990
585,2.02,Good,F,VVS1,VG,VG,GIA,37083
586,1.6,Ideal,G,VVS2,VG,EX,GIA,16575
587,1.05,Ideal,G,VVS2,EX,EX,GIA,8436
588,1.12,Ideal,H,VS1,VG,EX,GIA,6309
589,1.03,Very Good,D,VS1,VG,VG,GIA,8437
590,0.9,Fair,D,SI1,EX,EX,GIA,4537
591,2.02,Very Good,E,VVS1,VG,VG,GIA,46666
592,1.21,Ideal,D,VVS2,VG,VG,GIA,14691
593,1.06,Ideal,F,VVS2,ID,ID,AGSL,9547
594,1.09,Very Good,D,SI1,VG,VG,GIA,6438
595,0.9,Good,I,VVS1,EX,EX,GIA,3972
596,1.12,Ideal,G,VS1,EX,EX,GIA,8394
597,1.3,Ideal,G,IF,VG,VG,GIA,12098
598,2.03,Very Good,I,SI1,EX,EX,GIA,16693
599,1.01,Very Good,H,VS2,VG,VG,GIA,5967
600,2.02,Good,F,VS1,VG,VG,GIA,25804
601,0.93,Very Good,G,SI1,VG,EX,GIA,4513
602,1.27,Ideal,I,VS2,EX,VG,GIA,6118
603,1.06,Ideal,D,VS2,EX,EX,GIA,8143
604,1.1,Very Good,H,VS2,VG,VG,GIA,5817
605,1.72,Very Good,F,VS2,VG,G,GIA,17578
606,1.51,Very Good,F,VVS2,VG,VG,GIA,16716
607,0.76,Ideal,I,VS2,EX,EX,GIA,3577
608,1.02,Ideal,H,VS2,EX,VG,GIA,5934
609,1.5,Very Good,I,VS2,VG,G,GIA,9250
610,0.91,Ideal,G,SI1,EX,EX,GIA,4922
611,1.0,Good,H,VS1,EX,G,GIA,5625
612,0.77,Ideal,H,VS2,EX,EX,GIA,3996
613,1.21,Ideal,F,VVS1,VG,VG,GIA,12230
614,1.0,Good,F,IF,G,G,GIA,8903
615,1.26,Good,E,VVS1,VG,VG,GIA,11452
616,0.77,Very Good,D,SI1,VG,EX,GIA,3166
617,1.56,Ideal,G,VS2,ID,ID,AGSL,13628
618,1.62,Ideal,G,VS2,ID,ID,AGSL,14777
619,1.14,Ideal,F,VVS2,VG,EX,GIA,10602
620,2.15,Ideal,G,VS2,EX,EX,GIA,28837
621,1.0,Very Good,F,VS1,EX,EX,GIA,7350
622,1.2,Very Good,H,VS2,VG,EX,GIA,6591
623,0.9,Very Good,H,VVS2,EX,VG,GIA,4637
624,2.01,Ideal,F,SI1,EX,EX,GIA,22373
625,1.1,Ideal,H,SI1,G,G,GIA,5370
626,1.5,Very Good,I,SI1,EX,VG,GIA,8695
627,1.0,Good,D,SI1,VG,G,GIA,5546
628,1.02,Very Good,F,VS2,VG,VG,GIA,6407
629,1.52,Good,G,VS1,VG,G,GIA,13155
630,0.9,Very Good,H,VS2,EX,VG,GIA,4588
631,1.24,Ideal,H,VS1,EX,EX,GIA,10006
632,1.52,Ideal,F,VVS2,EX,VG,GIA,17914
633,1.07,Signature-Ideal,G,VS1,ID,ID,AGSL,8456
634,0.81,Ideal,E,SI1,VG,G,GIA,3413
635,2.03,Ideal,H,VS1,EX,EX,GIA,26148
636,2.62,Ideal,I,VVS1,EX,EX,GIA,31254
637,1.21,Good,I,SI1,G,VG,GIA,5452
638,2.03,Very Good,F,IF,VG,VG,GIA,39605
639,1.58,Signature-Ideal,I,SI1,ID,ID,AGSL,11110
640,1.06,Ideal,D,VVS2,EX,EX,GIA,11837
641,2.01,Very Good,G,VVS2,EX,EX,GIA,27136
642,0.9,Very Good,D,VS1,VG,G,GIA,5331
643,1.24,Very Good,I,VS2,VG,VG,GIA,6134
644,1.07,Ideal,F,VS2,VG,VG,GIA,7441
645,1.01,Good,H,SI1,VG,VG,GIA,4553
646,2.68,Ideal,I,SI1,ID,ID,AGSL,23354
647,1.01,Ideal,D,VVS1,EX,EX,GIA,12065
648,1.11,Signature-Ideal,I,VS2,ID,ID,AGSL,6395
649,1.05,Signature-Ideal,I,VS2,EX,EX,GIA,5697
650,1.28,Very Good,G,VVS1,ID,ID,AGSL,11214
651,1.01,Ideal,F,VS2,ID,ID,AGSL,7014
652,1.22,Ideal,G,SI1,VG,VG,GIA,6867
653,1.2,Ideal,G,VS2,ID,ID,AGSL,8040
654,1.11,Ideal,I,SI1,VG,VG,GIA,4709
655,0.76,Very Good,E,VVS2,VG,VG,GIA,3891
656,1.19,Very Good,G,VS1,G,G,GIA,7989
657,1.14,Ideal,I,SI1,ID,ID,AGSL,5158
658,0.82,Good,G,SI1,EX,VG,AGSL,2840
659,1.2,Good,I,VS1,VG,VG,GIA,6192
660,2.23,Ideal,D,VS1,EX,EX,GIA,41823
661,1.01,Very Good,F,VS2,VG,G,GIA,6083
662,1.4,Ideal,G,VVS1,EX,EX,GIA,15134
663,2.02,Very Good,E,VS2,EX,G,GIA,28648
664,1.19,Very Good,E,SI1,VG,VG,GIA,5956
665,2.02,Ideal,H,SI1,VG,VG,GIA,17392
666,1.16,Very Good,G,VVS2,EX,VG,GIA,8361
667,1.3,Very Good,I,SI1,G,EX,GIA,6446
668,0.81,Ideal,G,VVS1,EX,EX,GIA,4493
669,2.17,Very Good,H,VS1,EX,EX,AGSL,24600
670,1.51,Very Good,H,VS1,VG,VG,GIA,12546
671,1.53,Signature-Ideal,H,SI1,EX,EX,GIA,12093
672,1.07,Ideal,F,SI1,EX,EX,GIA,7286
673,2.01,Very Good,F,VVS2,EX,ID,AGSL,33665
674,1.15,Ideal,H,SI1,VG,VG,GIA,5372
675,2.08,Very Good,I,VS1,VG,G,GIA,19781
676,2.01,Good,G,VS1,VG,G,GIA,25796
677,1.35,Ideal,H,VVS1,EX,EX,GIA,10639
678,2.08,Ideal,H,VS1,EX,EX,GIA,25210
679,2.09,Very Good,E,VVS2,VG,VG,GIA,38484
680,1.14,Ideal,F,VS1,EX,EX,GIA,9074
681,0.91,Very Good,H,VS1,VG,VG,GIA,4370
682,1.5,Fair,I,VS2,VG,G,GIA,8999
683,0.81,Very Good,G,VS1,VG,VG,GIA,3544
684,2.0,Good,E,SI1,VG,G,GIA,20000
685,0.82,Ideal,D,SI1,EX,EX,GIA,4113
686,1.02,Ideal,G,VVS2,VG,VG,GIA,8335
687,1.03,Ideal,E,VS1,EX,EX,GIA,8284
688,1.29,Very Good,G,VVS2,EX,VG,GIA,10565
689,1.22,Ideal,I,SI1,EX,EX,GIA,6398
690,2.07,Very Good,G,SI1,EX,EX,GIA,18945
691,1.06,Ideal,D,SI1,EX,VG,GIA,6062
692,2.64,Ideal,G,VS2,VG,EX,GIA,35856
693,2.32,Ideal,G,VS1,VG,EX,GIA,32502
694,1.14,Ideal,E,VS1,ID,ID,AGSL,9079
695,1.5,Very Good,H,SI1,EX,VG,GIA,9987
696,0.78,Ideal,I,VS2,VG,VG,GIA,2652
697,0.9,Fair,E,SI1,EX,VG,GIA,4220
698,1.02,Very Good,G,VVS2,EX,VG,GIA,7724
699,1.04,Ideal,F,SI1,G,G,GIA,5145
700,1.01,Ideal,F,SI1,VG,VG,GIA,5812
701,1.5,Very Good,H,VS1,EX,VG,GIA,12723
702,0.91,Ideal,F,VS2,VG,VG,GIA,5261
703,0.91,Very Good,D,SI1,VG,VG,GIA,4523
704,1.03,Ideal,G,VS1,ID,ID,AGSL,7119
705,1.11,Ideal,F,VS2,EX,EX,GIA,7473
706,2.08,Very Good,H,SI1,G,G,GIA,17469
707,0.83,Very Good,D,SI1,VG,VG,GIA,3515
708,0.94,Very Good,G,VS2,VG,G,AGSL,4488
709,1.17,Ideal,H,VS2,VG,EX,GIA,6324
710,1.69,Ideal,G,SI1,EX,EX,GIA,13534
711,0.83,Signature-Ideal,F,SI1,EX,EX,GIA,4009
712,1.0,Good,F,VVS1,G,G,GIA,8401
713,0.76,Very Good,D,VVS2,VG,VG,GIA,4125
714,1.04,Signature-Ideal,D,VS1,ID,ID,AGSL,10625
715,1.21,Very Good,I,VVS2,VG,VG,GIA,6679
716,1.3,Very Good,E,VVS2,EX,EX,GIA,13329
717,1.61,Good,F,SI1,VG,VG,GIA,11422
718,2.02,Good,H,VS2,EX,VG,GIA,19940
719,1.01,Very Good,G,VVS2,EX,EX,GIA,7439
720,0.91,Ideal,I,VS2,ID,ID,AGSL,4199
721,2.0,Good,H,VS2,VG,G,GIA,20688
722,1.63,Signature-Ideal,H,VS1,EX,EX,GIA,14261
723,1.54,Ideal,F,SI1,ID,ID,AGSL,12227
724,1.01,Ideal,F,SI1,EX,EX,GIA,5582
725,0.75,Very Good,E,VVS1,EX,VG,GIA,4889
726,2.17,Very Good,F,VS1,VG,VG,GIA,35522
727,1.72,Ideal,D,IF,EX,VG,GIA,38080
728,1.03,Ideal,E,SI1,EX,VG,GIA,5411
729,2.28,Ideal,F,VS2,EX,EX,GIA,35588
730,1.08,Ideal,G,VS2,G,G,GIA,6855
731,1.41,Very Good,F,VS2,VG,G,GIA,11298
732,1.27,Very Good,I,SI1,G,VG,GIA,5953
733,1.21,Very Good,I,SI1,EX,VG,GIA,5245
734,1.03,Good,D,SI1,G,VG,GIA,5526
735,0.75,Fair,G,VS2,VG,VG,GIA,2967
736,1.04,Ideal,G,VS2,EX,EX,GIA,6529
737,0.77,Very Good,H,SI1,VG,VG,GIA,2830
738,1.14,Ideal,F,VS2,ID,ID,AGSL,8017
739,2.0,Ideal,G,VS1,EX,EX,GIA,27835
740,1.02,Very Good,E,SI1,G,G,GIA,4813
741,1.05,Ideal,F,VS2,EX,EX,GIA,7639
742,2.01,Very Good,G,VS1,VG,VG,GIA,21524
743,2.01,Good,H,SI1,EX,VG,GIA,16737
744,1.34,Very Good,G,VS1,VG,VG,GIA,10197
745,1.16,Ideal,F,VS2,VG,VG,GIA,9432
746,1.29,Ideal,H,SI1,VG,EX,GIA,7513
747,0.87,Signature-Ideal,F,SI1,ID,ID,AGSL,4188
748,1.23,Ideal,I,SI1,ID,ID,AGSL,5840
749,1.1,Signature-Ideal,D,VS1,ID,ID,AGSL,11227
750,2.01,Ideal,G,VS2,EX,VG,GIA,26069
751,1.05,Very Good,H,VS2,VG,EX,GIA,5236
752,0.9,Ideal,H,VVS2,EX,VG,GIA,4770
753,1.01,Ideal,H,SI1,ID,ID,AGSL,5387
754,2.46,Very Good,I,SI1,EX,EX,AGSL,21865
755,1.11,Good,F,SI1,EX,VG,GIA,5602
756,2.54,Very Good,H,VS2,EX,EX,GIA,30286
757,1.25,Ideal,D,VS1,EX,VG,GIA,10441
758,0.77,Very Good,F,VS1,VG,G,GIA,3350
759,1.61,Ideal,I,VS2,EX,VG,GIA,11826
760,1.21,Very Good,H,VS1,EX,VG,GIA,7610
761,0.8,Ideal,I,VS1,VG,EX,GIA,2906
762,0.91,Very Good,D,VS2,G,EX,GIA,5034
763,0.9,Very Good,I,VS2,VG,G,GIA,3443
764,1.04,Very Good,H,SI1,VG,G,GIA,4791
765,2.03,Good,I,SI1,G,G,GIA,15339
766,1.0,Very Good,F,VVS2,EX,VG,GIA,8555
767,1.51,Good,I,VS1,EX,VG,GIA,8975
768,1.04,Very Good,F,IF,EX,G,GIA,10161
769,1.15,Very Good,F,SI1,ID,EX,AGSL,6110
770,1.03,Very Good,G,IF,EX,VG,GIA,8601
771,0.9,Very Good,I,SI1,VG,VG,GIA,3327
772,1.0,Ideal,F,SI1,EX,EX,GIA,5170
773,1.06,Ideal,E,VS2,VG,VG,GIA,7275
774,0.92,Ideal,I,SI1,VG,VG,GIA,3580
775,1.0,Good,F,VVS2,EX,VG,GIA,6937
776,1.57,Ideal,I,VS1,VG,EX,GIA,10209
777,2.36,Ideal,I,VS1,VG,VG,GIA,22441
778,1.25,Ideal,I,SI1,VG,VG,GIA,6206
779,1.18,Ideal,F,VVS2,VG,VG,GIA,11573
780,1.59,Ideal,H,SI1,VG,G,GIA,10832
781,1.2,Very Good,G,SI1,VG,EX,GIA,6287
782,1.58,Ideal,G,SI1,ID,ID,AGSL,12975
783,1.52,Good,D,SI1,VG,G,GIA,11731
784,1.06,Ideal,G,VVS2,VG,EX,GIA,8323
785,2.02,Ideal,D,IF,VG,VG,GIA,59282
786,0.97,Very Good,D,SI1,EX,G,GIA,5136
787,1.51,Ideal,F,VS2,EX,EX,GIA,16337
788,0.76,Very Good,E,SI1,EX,VG,GIA,2668
789,1.01,Very Good,F,VS1,EX,EX,GIA,7698
790,0.75,Ideal,G,VVS2,ID,ID,AGSL,3525
791,0.91,Very Good,E,SI1,VG,EX,GIA,4188
792,1.63,Signature-Ideal,H,SI1,ID,ID,AGSL,12910
793,1.01,Very Good,F,SI1,EX,EX,GIA,5220
794,1.65,Ideal,G,VS1,ID,ID,AGSL,15422
795,2.27,Ideal,H,VS1,EX,EX,GIA,26443
796,2.31,Ideal,I,VS2,ID,ID,AGSL,19872
797,0.9,Very Good,H,VS1,G,G,GIA,4063
798,2.55,Ideal,I,SI1,EX,EX,GIA,23255
799,1.4,Very Good,D,IF,VG,G,GIA,25266
800,0.89,Very Good,G,IF,VG,EX,GIA,5085
801,2.01,Ideal,G,SI1,EX,EX,GIA,21064
802,1.55,Ideal,F,SI1,VG,VG,GIA,12575
803,1.2,Very Good,G,VS1,VG,G,GIA,8812
804,0.92,Very Good,D,VS1,VG,VG,GIA,5330
805,1.13,Very Good,G,VS2,VG,VG,GIA,6812
806,1.0,Ideal,D,SI1,VG,VG,GIA,5639
807,2.08,Ideal,G,VS1,EX,EX,GIA,28990
808,1.02,Very Good,I,SI1,VG,VG,GIA,4102
809,1.07,Signature-Ideal,G,VS2,ID,ID,AGSL,7577
810,2.62,Ideal,D,VVS1,EX,EX,GIA,75630
811,1.01,Very Good,D,VS2,EX,EX,GIA,7278
812,1.0,Very Good,E,VS2,G,G,GIA,5978
813,2.04,Very Good,G,VS2,VG,VG,GIA,24886
814,1.0,Fair,E,SI1,VG,G,GIA,4798
815,1.02,Very Good,H,VS2,EX,VG,GIA,5571
816,1.32,Ideal,I,VS1,VG,EX,GIA,7095
817,0.9,Very Good,H,SI1,G,VG,GIA,3748
818,0.94,Very Good,G,VVS1,VG,VG,GIA,6088
819,1.23,Very Good,F,IF,EX,EX,GIA,14521
820,1.18,Very Good,G,VS1,G,VG,GIA,7666
821,1.01,Good,E,SI1,EX,G,GIA,4608
822,2.34,Signature-Ideal,F,IF,ID,ID,AGSL,59538
823,1.04,Ideal,E,SI1,EX,VG,GIA,5528
824,1.13,Ideal,I,VVS2,EX,EX,GIA,6246
825,0.81,Very Good,H,SI1,VG,VG,GIA,2936
826,2.7,Very Good,G,VS2,G,VG,GIA,35472
827,1.05,Ideal,H,SI1,ID,ID,AGSL,5407
828,0.91,Very Good,H,VS2,EX,EX,GIA,4012
829,0.92,Ideal,D,SI1,VG,EX,GIA,4561
830,1.68,Ideal,H,SI1,VG,VG,GIA,13375
831,2.17,Very Good,E,VS1,VG,G,GIA,34463
832,2.08,Very Good,F,VS2,EX,EX,GIA,28010
833,0.88,Ideal,I,SI1,EX,EX,GIA,3328
834,2.51,Very Good,I,SI1,VG,VG,GIA,21656
835,1.23,Good,I,SI1,EX,VG,GIA,5418
836,0.91,Ideal,I,VS2,VG,VG,GIA,3726
837,1.2,Very Good,G,VS2,VG,VG,GIA,8317
838,2.05,Very Good,G,SI1,VG,G,GIA,21384
839,1.54,Very Good,G,SI1,VG,VG,GIA,10526
840,1.01,Very Good,H,SI1,VG,G,GIA,4747
841,1.11,Ideal,G,VS1,EX,EX,GIA,7917
842,2.39,Very Good,G,VS2,VG,VG,GIA,32488
843,1.1,Signature-Ideal,I,VVS1,EX,EX,GIA,7468
844,0.94,Very Good,F,SI1,VG,VG,GIA,4518
845,2.01,Good,D,SI1,VG,VG,GIA,20065
846,1.51,Ideal,H,VS1,VG,VG,GIA,12291
847,1.29,Ideal,E,VVS2,VG,EX,GIA,13530
848,1.0,Good,G,SI1,VG,VG,GIA,4594
849,1.24,Signature-Ideal,G,VS1,ID,ID,AGSL,10946
850,2.03,Very Good,G,VS1,EX,EX,GIA,26702
851,1.63,Ideal,H,VVS2,EX,EX,GIA,14233
852,1.27,Ideal,I,VS2,EX,EX,GIA,6444
853,1.01,Ideal,G,VS1,ID,ID,AGSL,7290
854,0.9,Good,E,SI1,G,G,GIA,4054
855,0.82,Very Good,I,VS1,VG,G,AGSL,2583
856,1.0,Very Good,F,VS1,VG,VG,GIA,6883
857,1.07,Ideal,G,VS1,EX,EX,GIA,7406
858,0.9,Very Good,G,VS2,G,VG,GIA,4543
859,2.41,Ideal,H,SI1,VG,VG,GIA,19302
860,0.75,Good,E,SI1,VG,EX,GIA,2923
861,1.51,Very Good,E,VVS2,G,VG,GIA,17689
862,1.13,Signature-Ideal,G,SI1,ID,ID,AGSL,6970
863,1.04,Ideal,D,SI1,EX,EX,GIA,6112
864,1.08,Ideal,I,VS2,VG,VG,GIA,4785
865,0.9,Very Good,F,SI1,VG,G,GIA,4099
866,1.53,Ideal,I,VS1,VG,EX,GIA,11678
867,1.21,Very Good,G,VVS2,ID,ID,AGSL,9484
868,1.31,Ideal,D,SI1,VG,VG,GIA,9219
869,1.01,Very Good,G,SI1,VG,VG,GIA,4905
870,1.1,Very Good,F,VVS1,EX,EX,GIA,10701
871,1.06,Fair,G,SI1,G,G,GIA,4528
872,1.34,Ideal,G,VVS2,EX,EX,GIA,12008
873,1.12,Ideal,I,VVS2,ID,ID,AGSL,6317
874,1.15,Ideal,I,VS1,EX,EX,GIA,5930
875,2.08,Ideal,H,VS1,EX,EX,GIA,25720
876,1.19,Ideal,H,VVS2,EX,EX,GIA,7651
877,1.18,Very Good,I,SI1,G,VG,GIA,4664
878,1.03,Very Good,F,VS1,EX,VG,GIA,6733
879,0.75,Good,F,VS1,VG,G,AGSL,2953
880,1.09,Very Good,F,VS1,VG,EX,GIA,7598
881,0.79,Ideal,I,VS2,VG,VG,GIA,2687
882,1.51,Very Good,G,VVS2,EX,VG,GIA,14938
883,1.04,Ideal,I,SI1,EX,EX,GIA,4941
884,1.01,Very Good,F,VS2,VG,G,GIA,6204
885,1.05,Ideal,E,SI1,EX,ID,AGSL,6316
886,1.74,Very Good,F,VS2,VG,VG,GIA,18237
887,0.8,Very Good,G,SI1,G,G,GIA,3071
888,1.28,Ideal,I,VS1,ID,ID,AGSL,6984
889,2.01,Very Good,E,VS2,EX,VG,GIA,26484
890,1.18,Very Good,D,SI1,G,G,GIA,6261
891,1.5,Very Good,I,SI1,VG,G,GIA,8291
892,1.27,Very Good,I,VS1,G,G,GIA,7031
893,2.0,Very Good,I,SI1,VG,VG,GIA,14541
894,1.01,Good,F,VS1,G,VG,GIA,6515
895,0.9,Fair,D,SI1,EX,G,GIA,4291
896,1.06,Very Good,I,VS1,G,G,AGSL,5293
897,1.04,Ideal,H,SI1,G,EX,GIA,4801
898,1.52,Very Good,F,VS2,EX,EX,GIA,14066
899,1.5,Very Good,I,SI1,EX,EX,GIA,12022
900,1.01,Ideal,H,SI1,VG,VG,GIA,4943
901,1.51,Ideal,I,VS1,EX,EX,AGSL,9966
902,1.51,Fair,E,VS2,VG,VG,GIA,12829
903,1.08,Very Good,E,VS2,VG,VG,GIA,7230
904,0.85,Good,G,SI1,VG,VG,GIA,2905
905,1.24,Signature-Ideal,H,VS1,ID,ID,AGSL,9354
906,0.77,Signature-Ideal,H,SI1,ID,ID,AGSL,3089
907,0.91,Very Good,I,VS2,EX,VG,GIA,3710
908,0.91,Very Good,D,SI1,VG,VG,GIA,4916
909,2.02,Ideal,I,VS2,VG,VG,GIA,16735
910,0.9,Ideal,I,VVS2,EX,EX,GIA,4011
911,1.06,Very Good,E,VVS2,VG,EX,GIA,9680
912,1.18,Good,E,SI1,G,G,GIA,6568
913,1.23,Ideal,E,VVS2,EX,VG,GIA,13034
914,1.0,Very Good,G,VVS2,VG,VG,GIA,7403
915,1.02,Ideal,D,VS1,EX,EX,GIA,8658
916,0.93,Very Good,H,SI1,VG,VG,GIA,3838
917,1.03,Signature-Ideal,G,VS2,ID,ID,AGSL,7619
918,1.02,Ideal,H,SI1,VG,VG,GIA,4932
919,1.01,Very Good,E,SI1,G,G,GIA,5627
920,1.02,Ideal,F,VVS1,EX,EX,GIA,9761
921,1.64,Very Good,I,VS2,EX,EX,AGSL,10100
922,1.12,Very Good,H,SI1,VG,VG,GIA,5027
923,2.12,Ideal,G,VS1,EX,EX,GIA,28840
924,1.23,Good,I,SI1,EX,EX,GIA,6165
925,1.09,Very Good,F,IF,VG,G,GIA,10663
926,1.1,Very Good,E,SI1,VG,VG,GIA,6392
927,1.15,Very Good,G,SI1,VG,VG,GIA,5587
928,1.01,Ideal,G,SI1,VG,VG,GIA,4370
929,2.01,Good,D,VS1,VG,G,GIA,35124
930,0.91,Very Good,I,SI1,EX,VG,GIA,3852
931,1.0,Good,F,VS2,VG,G,GIA,6030
